Short Name,Title,Ages,Genders,PA Type,PA Measurement,Factor,Factor Measurement,Tested,Positive,Negative,Notes
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Walkability Index,Self-report,1,1,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Walkability Index,GIS,1,1,0,
Hobin 2012,"A multilevel examination of factors of the school environment and time spent in moderate to vigorous physical activity among a sample of secondary school students in grades 9-12 in Ontario, Canada",14-18,All,MVPA,self-report,Recreation availability,GIS,2,0,0,"Age not reported, only grade level"
Hobin 2012,"A multilevel examination of factors of the school environment and time spent in moderate to vigorous physical activity among a sample of secondary school students in grades 9-12 in Ontario, Canada",14-18,All,MVPA,self-report,Land use diversity,GIS,3,0,3,
Hobin 2012,"A multilevel examination of factors of the school environment and time spent in moderate to vigorous physical activity among a sample of secondary school students in grades 9-12 in Ontario, Canada",14-18,All,MVPA,self-report,Street Connectivity,GIS,1,0,1,
Hobin 2012,"A multilevel examination of factors of the school environment and time spent in moderate to vigorous physical activity among a sample of secondary school students in grades 9-12 in Ontario, Canada",14-18,All,MVPA,self-report,Residential density,GIS,1,0,0,
Hobin 2012,"A multilevel examination of factors of the school environment and time spent in moderate to vigorous physical activity among a sample of secondary school students in grades 9-12 in Ontario, Canada",14-18,All,MVPA,self-report,Walkability Index,GIS,1,0,1,
Hobin 2012,"A multilevel examination of factors of the school environment and time spent in moderate to vigorous physical activity among a sample of secondary school students in grades 9-12 in Ontario, Canada",14-18,All,MVPA,self-report,POI Availability,GIS,2,0,0,
Hunter 2023,Longitudinal associations between the school built environment and adolescents? physical activity: Evidence from the COMPASS study.,13-18,All,MVPA,self-report,Walkability Index,GIS,1,0,0,
Hunter 2023,Longitudinal associations between the school built environment and adolescents? physical activity: Evidence from the COMPASS study.,13-18,All,MVPA,self-report,POI Availability,GIS,5,0,0,
Hunter 2023,Longitudinal associations between the school built environment and adolescents? physical activity: Evidence from the COMPASS study.,13-18,All,MVPA,self-report,Recreation availability,GIS,10,5,0,
Jacobs 2021,"Is the physical activity environment surrounding primary schools associated with students' weight status, physical activity or active transport, in regional areas of Victoria, Australia? A cross-sectional study",8-13,All,MVPA,self-report,Walkability Index,GIS,5,0,0,"Two separate walkability indices, one with recreation and one without"
Jacobs 2021,"Is the physical activity environment surrounding primary schools associated with students' weight status, physical activity or active transport, in regional areas of Victoria, Australia? A cross-sectional study",8-13,All,MVPA,self-report,Recreation availability,GIS,6,0,0,
Janssen 2015,Walkable school neighborhoods are not playable neighborhoods,11-14,All,Total PA,self-report,Walkability Index,GIS,2,0,2,PA in free time outside of school
Janssen 2015,Walkable school neighborhoods are not playable neighborhoods,11-14,All,MVPA,self-report,Walkability Index,GIS,2,0,2,"Age not reported, only grade level"
Kligerman 2007,Association of neighborhood design and recreation environment variables with physical activity and body mass index in adolescents,14.6-17.6,All,MVPA,accelerometer,Walkability Index,GIS,1,1,0,
Kligerman 2007,Association of neighborhood design and recreation environment variables with physical activity and body mass index in adolescents,14.6-17.6,All,MVPA,accelerometer,Land use diversity,GIS,1,1,0,
Kligerman 2007,Association of neighborhood design and recreation environment variables with physical activity and body mass index in adolescents,14.6-17.6,All,MVPA,accelerometer,Recreation Availability,GIS,6,0,0,
Kligerman 2007,Association of neighborhood design and recreation environment variables with physical activity and body mass index in adolescents,14.6-17.6,All,MVPA,accelerometer,Residential density,GIS,1,0,0,
Kligerman 2007,Association of neighborhood design and recreation environment variables with physical activity and body mass index in adolescents,14.6-17.6,All,MVPA,accelerometer,Retail floor area ratio,GIS,1,0,0,
Kligerman 2007,Association of neighborhood design and recreation environment variables with physical activity and body mass index in adolescents,14.6-17.6,All,MVPA,accelerometer,Street Connectivity,GIS,1,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Boys,Steps,pedometer,Safety,self-report,1,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Boys,Steps,pedometer,Traffic Safety,parent-report,1,1,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Boys,Steps,pedometer,Walkability Index,GIS,2,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Boys,MVPA,pedometer,Safety,self-report,1,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Boys,MVPA,pedometer,Traffic Safety,parent-report,1,1,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Boys,MVPA,pedometer,Walkability Index,GIS,2,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Girls,Steps,pedometer,Safety,self-report,1,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Girls,Steps,pedometer,Traffic Safety,parent-report,1,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Girls,Steps,pedometer,Walkability Index,GIS,2,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Girls,MVPA,pedometer,Safety,self-report,1,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Girls,MVPA,pedometer,Traffic Safety,parent-report,1,0,0,
Larouche 2019,Correlates of children's physical activity: a canadian multisite study,8-12,Girls,MVPA,pedometer,Walkability Index,GIS,2,0,0,
Laxer 2013,The proportion of youths' physical inactivity attributable to neighbourhood built environment features,11-15,All,Total PA,self-report,Walkability Index,GIS,3,0,3,
Laxer 2013,The proportion of youths' physical inactivity attributable to neighbourhood built environment features,11-15,All,Total PA,self-report,Cul-de-sac,GIS,3,0,3,
Laxer 2013,The proportion of youths' physical inactivity attributable to neighbourhood built environment features,11-15,All,Total PA,self-report,Recreation availability,GIS,6,0,3,
Laxer 2013,The proportion of youths' physical inactivity attributable to neighbourhood built environment features,11-15,All,Total PA,self-report,Aesthetics,Imagery,3,2,0,
Laxer 2013,The proportion of youths' physical inactivity attributable to neighbourhood built environment features,11-15,All,Total PA,self-report,Residential density,GIS,3,0,2,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,outdoor play,parent-report,Walkability Index,GIS; audit,4,0,1,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,outdoor play,parent-report,Walking Amenities,audit,4,0,0,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,outdoor play,parent-report,Traffic Safety,audit,6,0,0,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,Girls,outdoor play,parent-report,Traffic Safety,audit,6,0,0,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,Boys,outdoor play,parent-report,Traffic Safety,audit,6,1,0,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,outdoor play,parent-report,POI Availability,audit,6,1,0,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,outdoor play,parent-report,Recreation Density,audit,6,0,0,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,organized PA,parent-report,Walkability Index,GIS; audit,4,0,4,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,organized PA,parent-report,Walking amenities,audit,6,0,1,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,organized PA,parent-report,Traffic Safety,audit,10,0,0,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,organized PA,parent-report,POI Availability,audit,6,0,4,
Lee 2016,Disentangling Associations of Neighborhood Street Scale Elements With Physical Activity in Mexican School Children,6-11,All,organized PA,parent-report,Recreation availability,audit,6,0,0,
Lee 2022,Environmental and social determinants of leisure-time physical activity in children with autism spectrum disorder,10-17,All,other PA,parent-report,Recreation availability,GIS,1,0,1,Sample is only children with ASD
Lee 2022,Environmental and social determinants of leisure-time physical activity in children with autism spectrum disorder,10-17,All,other PA,parent-report,Walkability Index,GIS,1,0,0,
Lee 2022,Environmental and social determinants of leisure-time physical activity in children with autism spectrum disorder,10-17,All,total PA,parent-report,Recreation availability,GIS,1,0,1,
Lee 2022,Environmental and social determinants of leisure-time physical activity in children with autism spectrum disorder,10-17,All,total PA,parent-report,Walkability Index,GIS,1,0,0,
Leung 2010,Measuring the neighborhood environment: associations with young girls' energy intake and expenditure in a cross-sectional study,6.5-8.1,Girls,MET hours,?,Land use diversity,audit,3,0,1,Could not find if girl or parent filled out questionnairre
Leung 2010,Measuring the neighborhood environment: associations with young girls' energy intake and expenditure in a cross-sectional study,6.5-8.1,Girls,MET hours,?,POI Availability,audit,3,0,0,
Leung 2010,Measuring the neighborhood environment: associations with young girls' energy intake and expenditure in a cross-sectional study,6.5-8.1,Girls,MET hours,?,Recreation availability,audit,3,0,0,
Leung 2010,Measuring the neighborhood environment: associations with young girls' energy intake and expenditure in a cross-sectional study,6.5-8.1,Girls,MET hours,?,Walkability Index,audit,3,0,0,
Leung 2010,Measuring the neighborhood environment: associations with young girls' energy intake and expenditure in a cross-sectional study,6.5-8.1,Girls,MET hours,?,Aesthetics,audit,3,1,0,
Loh 2019,Built environment and physical activity among adolescents: the moderating effects of neighborhood safety and social support,15.3 (1.5),All,MVPA,accelerometer,Walkability Index,GIS,2,2,0,
Loh 2019,Built environment and physical activity among adolescents: the moderating effects of neighborhood safety and social support,15.3 (1.5),All,MVPA,accelerometer,Street Connectivity,GIS,2,0,0,
Loh 2019,Built environment and physical activity among adolescents: the moderating effects of neighborhood safety and social support,15.3 (1.5),All,MVPA,accelerometer,Residential density,GIS,2,2,0,
Loh 2019,Built environment and physical activity among adolescents: the moderating effects of neighborhood safety and social support,15.3 (1.5),All,MVPA,accelerometer,Land use diversity,GIS,2,0,0,
Loh 2019,Built environment and physical activity among adolescents: the moderating effects of neighborhood safety and social support,15.3 (1.5),All,MVPA,accelerometer,Recreation availability,GIS,4,1,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,MPA,self-report,Residential density,Self-report,1,1,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,MPA,self-report,Accessibility,Self-report,1,0,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,MPA,self-report,Walking amenities,Self-report,1,0,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,MPA,self-report,Aesthetics,Self-report,1,0,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,MPA,self-report,Crime safety,Self-report,1,1,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,VPA,self-report,Residential density,Self-report,1,1,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,VPA,self-report,Accessibility,Self-report,1,0,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,VPA,self-report,Walking amenities,Self-report,1,0,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,VPA,self-report,Aesthetics,Self-report,1,1,0,
Lv 2023,Association between the built environment and moderate to vigorous leisure-time physical activity among suzhou adolescents: a cross-sectional study,11-18,All,VPA,self-report,Crime safety,Self-report,1,0,0,
Maddison 2009,"The environment and physical activity: The influence of psychosocial, perceived and built environmental factors",12-17,All,total PA,self-report,Walkability Index,GIS,1,0,0,
Maddison 2009,"The environment and physical activity: The influence of psychosocial, perceived and built environmental factors",12-17,All,total PA,self-report,Recreation Density,GIS,1,0,0,
Maddison 2009,"The environment and physical activity: The influence of psychosocial, perceived and built environmental factors",12-17,All,MVPA,accelerometer,Walkability Index,GIS,1,0,0,
Maddison 2009,"The environment and physical activity: The influence of psychosocial, perceived and built environmental factors",12-17,All,MVPA,accelerometer,Recreation Density,GIS,1,0,0,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,steps,accelerometer,Recreation Density,GIS,6,2,0,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,steps,accelerometer,Walkability Index,GIS,6,1,3,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,MVPA,accelerometer,Recreation Density,GIS,6,0,0,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,MVPA,accelerometer,Walkability Index,GIS,6,0,2,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,steps,accelerometer,Traffic Safety,audit,6,0,3,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,steps,accelerometer,Walking Amenities,audit,6,0,2,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,steps,accelerometer,Aesthetics,audit,6,2,0,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,steps,accelerometer,POI Availability,audit,6,0,1,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,MVPA,accelerometer,Traffic Safety,audit,6,0,3,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,MVPA,accelerometer,Walking Amenities,audit,6,0,2,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,MVPA,accelerometer,Aesthetics,audit,6,3,0,
McGrath 2016,Associations between the neighborhood environment and moderate-to-vigorous walking in new zealand children: Findings from the URBAN study,9.3 (2.1),All,MVPA,accelerometer,POI Availability,audit,6,0,1,
Millstein 2011,"Home, school, and neighborhood environment factors and youth physical activity",12-18,All,other PA,self-report,Aesthetics,Self-report,1,1,0,
Millstein 2011,"Home, school, and neighborhood environment factors and youth physical activity",5-11,All,other PA,parent-report,Street Connectivity,parent-report,1,1,0,
Millstein 2011,"Home, school, and neighborhood environment factors and youth physical activity",5-11,All,other PA,parent-report,Walking Amenities,parent-report,1,0,0,
Millstein 2011,"Home, school, and neighborhood environment factors and youth physical activity",5-11,All,other PA,parent-report,Traffic Safety,parent-report,1,0,0,
Molina-García 2017,Neighborhood built environment and socio-economic status in relation to multiple health outcomes in adolescents,14-18,All,MVPA,accelerometer,Walkability Index,GIS,1,0,0,
Molina-García 2017,Neighborhood built environment and socio-economic status in relation to multiple health outcomes in adolescents,14-18,All,other PA,self-report,Walkability Index,GIS,1,0,0,
Molina-García 2017,Neighborhood built environment and socio-economic status in relation to multiple health outcomes in adolescents,14-18,All,organized PA,self-report,Walkability Index,GIS,1,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Residential density,parent-report,1,1,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,POI Availability,parent-report,1,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Recreation availability,parent-report,1,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Accessibility,parent-report,1,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Street Connectivity,parent-report,1,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Walking Amenities,parent-report,3,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Traffic Safety,parent-report,1,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Aesthetics,parent-report,1,0,0,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Crime safety,parent-report,1,0,1,
Nakabazzi 2021,Parental-perceived home and neighborhood environmental correlates of accelerometer-measured physical activity among school-going children in Uganda,10-12,All,MVPA,accelerometer,Traffic Safety,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Recreation Density,GIS,6,0,3,Might not include this study because age is an outlier
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Street Connectivity,GIS,2,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Cul-de-sac,GIS,2,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Traffic Safety,GIS,2,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Traffic Safety,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Crime safety,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Accessibility,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Street Connectivity,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Walking Amenities,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,total PA,accelerometer,Aesthetics,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Recreation Density,GIS,6,0,1,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Street Connectivity,GIS,2,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Cul-de-sac,GIS,2,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Traffic Safety,GIS,2,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Traffic Safety,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Crime safety,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Accessibility,parent-report,1,1,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Street Connectivity,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Walking Amenities,parent-report,1,0,0,
Nathan 2023,The moderating role of parent perceptions in relationships between objectively measured neighbourhood environment attributes and pre-schooler's physical activity: Findings from the PLAYCE study,2-5,All,energetic play,accelerometer,Aesthetics,parent-report,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Girls,MVPA,accelerometer,Recreation Availability,GIS,2,1,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Girls,MVPA,accelerometer,Street Connectivity,GIS,1,0,1,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Boys,MVPA,accelerometer,Retail floor area ratio,GIS,1,1,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Girls,MVPA,accelerometer,Residential density,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Girls,MVPA,accelerometer,Retail floor area ratio,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Girls,MVPA,accelerometer,Land use diversity,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Girls,MVPA,accelerometer,Walkability Index,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Boys,MVPA,accelerometer,Residential density,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Boys,MVPA,accelerometer,Street Connectivity,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Boys,MVPA,accelerometer,Recreation Availability,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Boys,MVPA,accelerometer,Land use diversity,GIS,1,0,0,
Norman 2006,Community Design and Access to Recreational Facilities as Correlates of Adolescent Physical Activity and Body-Mass Index,11-15,Boys,MVPA,accelerometer,Walkability Index,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,neighborhood PA,self-report,Walkability Index,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,neighborhood PA,self-report,Recreation Density,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,neighborhood PA,self-report,Traffic Safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,neighborhood PA,self-report,Crime safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,neighborhood PA,self-report,Aesthetics,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,PA outside neighborhood,self-report,Walkability Index,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,PA outside neighborhood,self-report,Recreation Density,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,PA outside neighborhood,self-report,Traffic Safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,PA outside neighborhood,self-report,Crime safety,parent-report,1,1,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,PA outside neighborhood,self-report,Aesthetics,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,MVPA,accelerometer,Walkability Index,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,MVPA,accelerometer,Recreation Density,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,MVPA,accelerometer,Traffic Safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,MVPA,accelerometer,Crime safety,parent-report,1,1,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Girls,MVPA,accelerometer,Aesthetics,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,neighborhood PA,self-report,Walkability Index,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,neighborhood PA,self-report,Recreation Density,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,neighborhood PA,self-report,Traffic Safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,neighborhood PA,self-report,Crime safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,neighborhood PA,self-report,Aesthetics,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,PA outside neighborhood,self-report,Walkability Index,GIS,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,PA outside neighborhood,self-report,Recreation Density,GIS,1,1,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,PA outside neighborhood,self-report,Traffic Safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,PA outside neighborhood,self-report,Crime safety,parent-report,1,0,0,
Perez 2017,Where and when adolescents are physically active: Neighborhood environment and psychosocial correlates and their interactions,12-16,Boys,PA outside neighborhood,self-report,Aesthetics,parent-report,1,0,0,
